Country,ITL,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,Shropshire and Staffordshire,persons,2024-01-01,14184,16251,16751,17163,17661,18187,18617,19456,19167,19939,20016,20815,21134,20359,20234,20990,20394,19337,19520,18980,17769,17195,17344,17766,18477,19122,20284,20335,20583,21586,21692,23051,23683,24514,23645,24164,23751,22869,23185,22269,22046,22284,21451,22427,21812,19458,18592,19109,20034,21028,21309,22968,25105,24267,25131,25050,24839,25089,25027,25018,24158,23902,23298,22077,21297,21042,19677,19459,18289,18512,18494,17381,17233,17012,17979,17996,20205,16776,14115,14998,13628,12123,9917,9184,8830,8102,7317,6148,5295,4409,3646,3056,2505,2078,1623,3459
England,South Yorkshire,female,2024-01-01,6292,7261,7184,7491,7763,7954,8282,8506,8401,8463,8778,9108,8831,8771,8714,8770,8445,8177,9325,9551,9622,9387,10157,10987,11178,10659,10767,10631,10448,10608,10673,11255,11108,11278,10571,11191,10933,10456,10225,10119,9899,9242,9428,9573,9054,8112,7634,7935,7783,8412,8662,9088,10055,9808,9937,10030,9754,9764,9802,9770,9389,9212,8949,8651,8483,8087,7942,7571,7015,6871,7054,6437,6567,6419,6440,6809,7293,6669,5191,5931,4751,4379,3733,3697,3637,3433,2896,2660,2308,2035,1713,1335,1170,987,637,1761
England,South Yorkshire,male,2024-01-01,6721,7485,7720,7905,8114,8283,8887,9006,8890,8800,8987,9437,9293,9388,9082,9274,8881,8581,9450,9953,9788,9685,10150,10910,11128,11974,12382,12007,11802,11682,12028,12080,11883,12001,11421,11624,11322,11078,11173,10535,10590,10217,9952,10209,9850,8833,8318,8791,8623,8749,9322,9444,10285,10268,10275,10509,10080,10165,10005,10002,9690,9506,9111,8592,8202,8092,7638,7463,6784,6567,6816,6021,6071,6076,5970,6170,6842,5599,4169,5220,4067,3575,3051,2875,2665,2351,2230,1805,1562,1208,947,760,606,462,332,713
England,South Yorkshire,persons,2024-01-01,13006,14659,14980,15334,15884,16217,17185,17519,17275,17209,17707,18520,18115,18143,17704,18096,17361,16763,18887,19722,19464,19080,20292,21862,22288,22665,23167,22649,22268,22292,22697,23238,22973,23378,22020,22787,22298,21535,21366,20651,20485,19463,19432,19860,18922,16979,15977,16698,16527,17198,18006,18517,20330,20065,20198,20565,19811,19898,19820,19744,19069,18705,18059,17286,16684,16053,15647,15032,13818,13449,13966,12454,12680,12398,12438,12987,14122,12307,9333,11183,8792,7987,6768,6526,6301,5787,5122,4457,3871,3242,2674,2122,1777,1450,965,2474
England,"Surrey, East and West Sussex",female,2024-01-01,11735,13025,14201,14525,15113,15888,15535,17003,17219,17136,17437,18617,18628,18904,18356,18518,18706,18021,16955,16338,16553,15541,16763,17612,18176,18090,18321,17920,18263,18515,19265,20459,20848,21745,21429,22228,21510,21337,21492,20906,21231,21409,21671,22717,21735,20694,19652,20025,20474,20653,21210,21695,22623,21512,21426,22363,22201,22046,21956,22307,21433,20903,19957,19235,18531,18065,17343,16729,16205,15934,16049,15284,15522,15342,16336,16452,19035,16896,13424,13775,12698,11632,8995,9225,9485,8530,7895,7150,6264,5711,4950,4472,3703,3103,2502,6642
England,"Surrey, East and West Sussex",male,2024-01-01,11984,13430,15226,15013,15837,16537,16816,17867,17515,18192,18332,19407,19697,19449,19380,19806,19584,19060,18136,17019,16841,15550,16906,17058,18022,18488,18114,18356,18621,18854,18936,20476,20553,21085,21482,22221,22139,21196,21732,21157,21669,21844,22432,22492,22488,21403,20271,20329,20894,21580,21599,22222,23120,22133,22184,22520,22445,22145,22911,22881,21692,20726,20121,19147,18480,17523,16713,16246,14947,14976,14875,14056,13760,13588,13840,14394,16458,14708,11046,11526,10614,9395,7075,6970,6848,6234,5537,4936,4207,3567,2896,2511,2047,1605,1131,2423
England,"Surrey, East and West Sussex",persons,2024-01-01,23742,26436,29526,29513,30961,32339,32286,34904,34496,35447,35730,37982,38372,38376,37749,38208,38268,37102,35074,33424,33384,31282,33682,34622,36158,36616,36488,36306,36862,37455,38099,41000,41375,42850,42951,44532,43684,42634,43318,42023,42895,43260,44031,45206,44226,42146,39862,40418,41302,42307,42736,43994,45706,43770,43524,44790,44651,44058,44848,45291,43123,41615,40077,38467,37015,35623,34120,32990,31129,31007,30739,29269,29336,29047,30248,30878,35487,31612,24504,25270,23323,20911,16089,16104,16333,14772,13431,12189,10467,9334,7840,6980,5750,4707,3636,9064
England,Tees Valley and Durham,female,2024-01-01,4987,5699,5791,6015,6260,6462,6778,6931,7035,7254,7201,7592,7720,7705,7383,7722,7309,7522,7904,7952,8183,7869,7540,7901,8025,7332,7751,7785,7800,7995,8323,8762,8689,8722,8250,8895,8563,8553,8700,8257,8093,7918,8112,8125,7931,7256,6590,7100,6868,7301,7365,8156,8881,8706,8671,8861,9038,9220,9264,9173,9276,9089,8958,8275,8331,8313,7887,7548,7121,6811,6928,6599,6556,6429,6450,6559,7283,6298,4929,5036,4309,4013,3447,3534,3298,3188,2839,2412,2223,1899,1481,1364,1016,942,606,1475
England,Tees Valley and Durham,male,2024-01-01,5288,6029,6034,6182,6697,6847,6836,7435,7554,7510,7903,8179,8142,8156,7717,7840,7626,7613,8142,8119,8094,7919,7673,7748,7952,8301,8573,8595,8514,8473,8527,8963,9005,8876,8781,9024,8887,8870,8859,8374,8395,8168,8279,8374,8139,7442,6757,6988,7260,7504,7631,8262,9087,8601,8522,8924,8768,9185,9438,9116,8891,9091,8551,8240,8124,7922,7615,7375,6865,6658,6580,6364,6027,5901,6036,5878,6626,5680,4330,4668,3623,3264,2856,2672,2579,2309,1958,1683,1376,1083,876,777,527,447,330,590
England,Tees Valley and Durham,persons,2024-01-01,10266,11689,11833,12192,12961,13303,13673,14366,14595,14707,15016,15700,15855,15892,15070,15569,14941,15145,16031,16068,16282,15861,15191,15621,15993,15617,16374,16451,16306,16419,16917,17599,17705,17797,16960,17946,17460,17416,17560,16648,16498,16067,16412,16486,16100,14737,13386,14083,14124,14815,14986,16439,18010,17313,17200,17761,17833,18419,18716,18295,18188,18148,17514,16502,16446,16249,15512,14949,13999,13511,13555,12852,12531,12407,12527,12460,13839,12033,9250,9690,7928,7296,6274,6184,5881,5499,4793,4135,3603,2965,2357,2181,1523,1397,959,2066
England,West Midlands,female,2024-01-01,15274,17604,17852,18523,19073,19556,20757,21668,20971,21618,22114,22529,22582,21763,21867,21742,20916,20504,21488,21658,21841,22084,24041,24785,24850,24870,24394,25065,24269,24470,24621,25077,24839,25459,25174,25401,25191,25061,24383,23787,23754,23406,22148,23130,21698,19335,18791,18919,18284,18317,18477,18818,20127,20044,19479,19591,19007,18591,18940,18414,17802,18058,16833,16234,15209,14673,14458,13745,12730,12748,12526,12150,11718,11883,11585,11455,12382,10769,9402,9938,9385,8584,6945,7066,6542,6430,5699,5401,4732,3876,3224,2944,2548,2075,1511,3901
England,West Midlands,male,2024-01-01,16571,18402,18774,19080,20227,20772,21274,22351,22079,22585,23248,23912,23605,23224,22828,23032,22389,22211,22511,22769,23291,23211,23986,24885,25804,25285,26217,26254,26048,25657,26342,26669,26928,27551,26812,27311,26879,26407,26275,25655,25222,25134,23967,25253,23764,22320,21342,21344,21118,21056,21289,21435,22038,22227,21824,21741,20852,20242,19683,19408,18791,18258,17284,16733,15636,15190,14606,13345,12662,12230,12087,11536,10809,10548,10355,10065,10881,9549,7929,8256,7553,6869,5446,5158,5188,4596,4025,3541,3036,2423,2027,1665,1327,1022,746,1652
England,West Midlands,persons,2024-01-01,31922,36003,36551,37615,39414,40224,42072,44008,43005,44105,45350,46487,46204,44862,44711,44863,43297,42707,43973,44525,45275,45374,48057,49821,50649,50196,50530,51113,50385,50102,51168,51826,51756,53242,51983,52688,52097,51443,50831,49446,48952,48495,46089,48360,45504,41747,40216,40226,39446,39440,39743,40201,42040,42368,41276,41333,39912,38756,38556,37803,36750,36310,34146,33016,30851,29850,29087,27199,25370,24983,24634,23624,22481,22527,21987,21495,23223,20227,17366,18135,16924,15455,12399,12204,11761,11022,9728,8961,7770,6307,5257,4612,3876,3099,2257,5556
England,West Yorkshire,female,2024-01-01,11117,12570,13079,13521,14345,14609,15380,15598,15800,15820,16269,16621,16425,16767,15970,16211,15554,15537,15914,16202,16580,16808,17706,18202,19465,18506,18302,18684,18208,18443,18785,19449,19486,19573,19157,19991,19409,19016,19003,17970,17831,17710,17701,17814,17070,15349,14222,14823,14628,15045,14978,15770,17043,16361,16347,16277,15953,15632,15590,15542,15280,15036,14200,13591,13554,12984,12652,12229,11101,11043,10768,10480,10384,10178,10709,10496,12352,10060,7754,8191,7412,6759,5568,5679,5361,5159,4721,4173,3576,3337,2628,2248,1891,1590,1160,3002
England,West Yorkshire,male,2024-01-01,11493,13439,13839,14134,14703,15349,15851,16736,16370,16681,16797,17269,17238,17484,17208,16816,16075,16196,16088,16148,16370,16249,16639,17461,18513,18568,18913,18966,19346,19408,19884,20145,20406,20790,19984,20479,20237,19845,20248,19707,19506,19378,18640,19430,18430,16949,16025,16163,16061,16062,16628,16923,18025,17489,17070,17313,16378,16229,16392,16544,15267,15203,14299,13801,13188,12737,12451,11919,10629,10672,10632,9688,9920,9562,9583,9465,10672,8566,6577,7018,6209,5553,4261,4265,4075,3708,3287,2844,2337,1892,1568,1192,957,692,556,1080
England,West Yorkshire,persons,2024-01-01,22605,25757,27217,27595,29076,29929,31246,32295,32164,32529,33030,33886,33502,34257,33177,33024,31594,31789,31957,32362,33017,33074,34311,35566,37944,37127,37301,37747,37623,37958,38775,39536,39876,40389,39156,40416,39656,38918,39218,37617,37357,37235,36390,37196,35560,32418,30236,30992,30677,31087,31548,32681,35138,33816,33441,33462,32304,31830,31767,31870,30538,30175,28499,27407,26823,25573,25137,24196,21722,21760,21510,20139,20327,19794,20396,20088,22935,18628,14383,15179,13586,12328,9845,9919,9438,8863,7991,7019,5950,5177,4198,3441,2848,2283,1716,4087
England,Bedfordshire and Hertfordshire,female,2024-02-01,9726,10491,11470,11458,11882,12171,12227,13154,12759,12996,13023,13606,13737,13671,13182,13493,12891,12458,11105,9843,9558,9487,11086,11669,12525,12734,13069,13689,13790,14552,14578,15452,15654,16162,16158,16560,16335,16514,16209,15707,15781,15627,15644,16449,15652,14600,13450,13884,13120,13792,13253,13815,14084,13548,13660,13570,13529,13560,13568,13364,12389,12823,11702,11362,10967,10429,9650,9432,9227,8724,8827,7950,8296,7893,8651,7998,9743,8275,6594,7172,6102,6037,4592,4609,4757,4397,4001,3688,3351,2901,2387,2125,1829,1424,1169,2936
England,Bedfordshire and Hertfordshire,male,2024-02-01,10358,10960,12424,12032,12537,12782,13306,13354,13434,13827,13748,14107,14262,14479,13752,14210,13628,13075,11964,11365,10723,10812,11584,12236,12532,13522,13965,13913,13782,14211,14557,15106,15776,15716,15530,16579,16346,16139,16146,15545,16247,15805,16166,16509,16580,15130,14681,15094,14424,14575,14377,14638,14821,14565,14297,14420,14025,13676,14381,13786,13371,12820,11964,11427,10898,10448,10031,9511,8582,8263,7835,7722,7404,7203,7437,6972,8229,7246,5577,6079,5174,4821,3473,3503,3498,3182,2981,2653,2185,1776,1507,1289,978,738,565,1125
England,Bedfordshire and Hertfordshire,persons,2024-02-01,19900,21347,23976,23488,24438,24976,25527,26524,26223,26784,26692,27685,27884,28182,26864,27594,26632,25603,23044,21219,20413,20268,22697,23919,25084,26319,27099,27675,27589,28804,28936,30553,31442,32120,31718,33113,32676,32671,32370,31220,32062,31420,31875,32965,32151,29694,28121,28917,27648,28411,27749,28309,28832,28319,27927,28045,27566,26990,27940,27078,25891,25689,23660,22880,21849,20888,19688,18966,17780,16834,16608,15781,15629,15054,16126,14942,17940,15579,12186,13207,11276,10849,7950,8092,8247,7572,6988,6343,5537,4677,3867,3415,2808,2163,1735,4062
England,"Berkshire, Buckinghamshire and Oxfordshire",female,2024-02-01,11770,13298,13875,13842,14342,15024,15579,16336,16329,16757,16734,17880,18026,18048,17453,18078,17352,16747,16100,15571,15075,15249,16249,17018,17774,16880,17739,18073,17957,18625,19006,20107,20367,21475,20869,21392,21408,21220,21480,20831,21213,21088,20317,21394,20460,19033,18419,18258,17698,18054,17759,18481,18726,17920,18128,18016,17900,17358,17482,17267,17021,16038,15563,14919,14472,13888,13516,12578,12042,11824,11630,11081,10942,11144,10955,11162,12611,11373,8803,9392,8776,7770,5973,6201,6131,5915,4969,4554,4213,3537,3043,2647,2217,1873,1468,3867
England,"Berkshire, Buckinghamshire and Oxfordshire",male,2024-02-01,12171,13592,14383,14739,15054,16237,15887,17219,17349,17383,17867,18984,19046,18949,18549,18886,18422,17821,17256,16657,15897,15432,16250,16658,17862,18047,18578,18365,18784,19426,19471,20434,20905,21362,21634,22214,22281,21628,22136,21451,21601,22176,21500,22717,21677,20940,19272,19611,19441,19532,19134,19305,19517,19005,18697,18820,18551,17968,18434,18042,17250,16586,15746,15422,14349,13823,13285,12401,11525,11287,10542,10350,10212,9657,9952,9782,11368,9645,7482,8043,7061,6157,4960,4907,4761,4309,3867,3431,2817,2363,1900,1584,1255,948,722,1539
England,"Berkshire, Buckinghamshire and Oxfordshire",persons,2024-02-01,23841,26827,28729,28536,29338,31254,31446,33577,33702,34077,34419,36847,36973,37004,35962,36968,35735,34718,33323,32306,30926,30648,32515,33835,35689,34948,36342,36247,36684,38212,38392,40493,41145,42662,42453,43530,43702,42645,43400,42174,42824,43173,41967,44121,42158,39869,37661,37884,37041,37828,36658,37762,38303,36924,36712,36846,36394,35265,35941,35262,34292,32706,31354,30323,28811,27683,26815,25018,23563,23134,22366,21482,21172,20879,20958,21099,23864,20986,16295,17326,15821,13887,10948,11109,10944,10122,8838,7985,7093,5902,4942,4231,3477,2932,2189,5389
England,Cheshire,female,2024-02-01,3899,4528,4622,4766,5049,5161,5332,5556,5672,5677,5657,6023,6059,5999,5696,5967,5734,5534,5110,5050,4688,4451,4712,5145,5472,5536,5886,5845,5896,6245,6318,6865,7033,7052,7009,7181,7080,6943,7177,6892,6906,6970,6788,6952,6798,6217,6017,6048,6250,6564,6810,7121,7408,7350,7684,7582,7363,7689,7838,7669,7714,7480,7088,6683,6466,6164,5897,5920,5406,5246,5348,5124,5231,5550,5213,5428,6607,5414,4258,4609,4163,3784,3131,3252,2985,2650,2625,2259,1851,1626,1366,1218,1005,767,626,1631
England,Cheshire,male,2024-02-01,4099,4701,5048,5017,5172,5414,5698,5968,5912,5999,5986,6498,6301,6421,6225,6340,6164,5913,5579,5126,4826,4826,4843,5050,5594,5647,5923,5878,6175,6412,6621,6811,7164,7210,7156,7175,7055,7083,7473,6897,7148,6916,6927,7185,7150,6250,6069,6338,6490,6706,6772,7285,7825,7474,7523,7667,7628,7632,7647,7903,7736,7467,7122,7020,6274,6040,5931,5675,5233,5143,5318,4891,4982,4886,5058,4754,5771,4698,3829,4073,3602,3134,2522,2433,2271,2119,1787,1517,1323,1048,798,702,543,419,273,639
England,Cheshire,persons,2024-02-01,7918,9093,9773,9650,10231,10577,11053,11478,11620,11682,11579,12571,12426,12421,11796,12309,11911,11444,10693,10192,9631,9339,9611,10195,11045,11213,11613,11818,12050,12656,12889,13659,14099,14451,14149,14366,14254,13887,14670,13796,14110,13875,13746,14124,13955,12515,12135,12437,12594,13271,13560,14301,15250,14800,15203,15235,14978,15184,15455,15561,15452,14939,14213,13784,12775,12298,11747,11613,10723,10394,10733,10064,10260,10444,10191,10124,12343,10160,8081,8675,7781,6950,5638,5658,5262,4826,4452,3779,3161,2805,2164,1920,1549,1185,900,2271
England,Cornwall and Isles of Scilly,female,2024-02-01,2027,2275,2376,2452,2519,2687,2734,2934,3028,3122,3281,3416,3370,3308,3209,3178,3142,3216,3011,3073,3010,3027,2844,2992,2936,3038,3051,3059,3147,3257,3387,3641,3434,3807,3496,3883,3753,3474,3691,3592,3529,3584,3639,3681,3657,3255,3239,3348,3460,3695,3836,4212,4452,4326,4376,4474,4620,4835,4710,4837,4698,4715,4471,4399,4326,4264,4131,4174,3758,3964,4047,3668,3838,3743,3973,4115,4456,4077,3062,3426,2890,2657,2145,1960,1871,1765,1552,1455,1289,1045,970,834,694,565,421,1067
England,Cornwall and Isles of Scilly,male,2024-02-01,2089,2338,2547,2569,2776,2778,2999,3077,3181,3252,3412,3552,3569,3450,3436,3481,3383,3288,3145,3095,3059,2982,3022,2948,3068,3119,3072,3231,3172,3216,3375,3563,3609,3721,3559,3751,3823,3507,3450,3528,3509,3481,3381,3919,3529,3304,3152,3280,3268,3507,3668,3949,4299,3971,4356,4079,4403,4515,4452,4717,4472,4390,4382,4253,4162,3964,4056,3950,3625,3586,3630,3491,3295,3456,3621,3526,4341,3638,2795,2906,2573,2204,1646,1719,1580,1358,1195,978,898,654,557,494,388,296,206,388
England,Cornwall and Isles of Scilly,persons,2024-02-01,4121,4614,4921,5023,5287,5471,5697,5967,6206,6330,6703,6963,6939,6765,6640,6654,6543,6536,6200,6221,6074,6009,5842,5937,6002,6155,6121,6293,6292,6469,6759,7214,7009,7537,7018,7590,7593,6979,7146,7095,6958,7050,7022,7581,7209,6575,6391,6644,6712,7187,7486,8164,8729,8286,8735,8541,8924,9265,9181,9559,9169,9109,8844,8736,8511,8202,8173,8137,7389,7569,7652,7074,7276,7073,7534,7550,8735,7740,5879,6326,5453,4852,3822,3680,3453,3124,2746,2434,2222,1725,1527,1321,1087,859,631,1464
England,Cumbria,female,2024-02-01,1811,1983,2162,2180,2288,2234,2469,2560,2451,2666,2672,2728,2815,2810,2730,2745,2732,2722,2548,2392,2203,2084,2285,2429,2519,2654,2694,2874,2759,2984,3123,3201,3259,3233,3233,3200,3146,3041,3137,3055,3103,2962,3099,3133,2866,2746,2652,2878,2802,3094,3217,3375,3900,3792,4000,3828,4098,4075,4195,4378,4179,4097,4026,3823,3807,3712,3551,3424,3155,3164,3126,3065,3207,3329,3131,3117,3733,2823,2464,2542,2292,2007,1814,1658,1698,1574,1488,1217,1080,922,810,653,594,443,351,860
England,Cumbria,male,2024-02-01,1813,2149,2178,2220,2366,2457,2536,2682,2698,2696,2814,2791,2897,2870,3034,3078,2914,2947,2707,2747,2642,2316,2348,2547,2614,3032,2787,2891,2922,3169,3003,3388,3418,3319,3194,3344,3195,3125,3303,3164,3195,3112,3099,3107,3033,2752,2695,2793,2927,3036,3210,3507,3738,3582,4015,3788,3998,4055,4291,4306,4175,4151,3992,3972,3990,3688,3598,3245,3126,3151,3050,2991,3025,2927,2988,3050,3570,2850,2266,2235,1967,1753,1524,1439,1361,1158,1013,869,765,513,494,461,308,230,140,328
England,Cumbria,persons,2024-02-01,3625,4132,4342,4370,4656,4688,5003,5243,5160,5363,5486,5516,5716,5680,5773,5823,5658,5739,5284,5155,4942,4400,4640,5097,5006,5670,5409,5859,5637,6149,6085,6509,6672,6549,6430,6545,6345,6159,6484,6224,6303,6057,6218,6240,5919,5495,5342,5714,5743,6120,6432,6889,7619,7315,8022,7588,8075,8125,8479,8687,8366,8249,8014,7784,7751,7468,7156,6697,6295,6310,6169,5945,6227,6292,6088,6182,7236,5722,4687,4800,4257,3742,3326,3092,3068,2732,2505,2080,1810,1458,1305,1113,901,673,493,1190
England,Derbyshire and Nottinghamshire,female,2024-02-01,9635,10453,11069,11096,11787,11926,12518,13306,13095,13445,13407,14192,14103,13941,13528,13856,13101,12907,13317,14103,15340,14540,15048,15280,15057,14862,15181,15172,15244,15892,16197,16928,17106,16914,16660,16511,16931,16194,16069,15664,15828,15097,15107,15632,14769,14149,12761,13628,13183,14166,14329,15293,16478,15763,16665,16652,16220,16449,16708,16708,16070,15699,14893,14153,14548,13233,12996,12575,11652,11964,11451,11162,11017,11005,11430,11361,13349,11345,9075,9847,8638,7716,6429,6141,6096,5601,5001,4388,4028,3389,2891,2434,2012,1616,1258,3284
England,Derbyshire and Nottinghamshire,male,2024-02-01,9770,11036,11481,11802,12296,12462,13231,13729,14022,13977,13927,14839,14865,14563,14317,14407,13802,13825,13864,14671,15249,14930,15148,15001,15125,15539,15635,15219,15802,16238,16500,17574,17869,18064,17613,18038,16938,16709,16997,16271,16699,15849,15798,16421,15735,14192,13875,14196,14162,14835,14929,15874,17283,16271,16901,16837,16935,16554,16846,16477,16260,15760,15101,14599,13788,13327,12618,12069,11264,10973,11020,10490,10657,10413,10873,10063,11977,10102,7674,8859,7220,6611,4972,4808,4625,4221,3501,3057,2483,2156,1668,1411,1136,801,564,1176
England,Derbyshire and Nottinghamshire,persons,2024-02-01,19363,21240,22597,22889,24077,24415,25782,26956,27194,27527,27378,28912,28962,28459,27881,28157,26889,26770,27187,28716,30609,29406,30215,30241,30166,30335,30685,30406,31096,31980,32640,34719,35041,34996,34243,34703,33794,32790,33036,31880,32494,30980,30859,32139,30546,28314,26583,27916,27474,29232,29115,31315,33663,32355,33556,33462,33145,33022,33396,33177,32498,31495,29973,28827,28260,26545,25621,24603,23021,23050,22494,21660,21588,21418,22374,21471,25314,21494,16708,18658,15786,14356,11461,10920,10618,9841,8504,7421,6591,5507,4562,3847,3147,2417,1822,4462
England,Devon,female,2024-02-01,4242,4694,5336,5224,5535,5737,6070,6344,6424,6623,6531,7073,7064,7000,6897,6930,6822,6708,7740,8057,8562,7824,7489,7475,7710,7285,7079,7477,7308,7448,7380,7856,8048,8155,7879,8223,7985,8004,7728,7693,7712,7496,7679,7919,7663,7089,6585,7053,7085,7300,7673,8129,8793,8702,9076,9064,9231,9626,9683,9697,9508,9467,9279,8910,8854,8499,8457,8171,7610,7862,7892,7617,7422,7474,7508,7948,9081,7995,6481,6749,5964,5492,4448,4322,4143,3802,3587,3106,2765,2459,2145,1830,1526,1287,1058,2672
England,Devon,male,2024-02-01,4361,5182,5410,5372,5927,6059,6295,6427,6739,6935,7063,7641,7499,7254,7287,7233,7140,6827,7732,7558,7975,7642,7440,7679,7797,7867,8034,7734,7478,7879,7798,7991,8095,8201,7852,8068,7804,7790,7635,7586,7409,7508,7592,7649,7610,6912,6542,6732,6857,7429,7644,7787,8427,8397,8915,8615,8938,8902,9350,9344,9256,9028,8655,8722,8466,8176,8068,7801,7180,7128,7292,6966,6992,6530,7464,6800,8386,7299,5601,5807,5293,4856,3500,3362,3177,2938,2576,2271,1879,1572,1360,1077,833,665,431,1001
England,Devon,persons,2024-02-01,8587,9572,10967,10593,11473,11776,12462,12711,13154,13550,13456,14731,14569,14232,14171,14172,14025,13550,15592,15643,16542,15461,14849,15142,15490,15150,15082,15219,14788,15340,15133,15858,16128,16490,15727,16327,15791,15851,15421,15266,15146,14979,15275,15556,15278,14037,13130,13808,13954,14737,15267,15923,17221,17064,17979,17672,18158,18485,19015,19075,18759,18504,17934,17677,17345,16636,16551,15996,14780,14886,15058,14563,14323,14014,14966,14690,17490,15414,12110,12576,11245,10369,7909,7650,7323,6743,6167,5379,4648,4031,3508,2907,2362,1954,1487,3672
England,Dorset and Somerset,female,2024-02-01,4767,5234,5975,5925,6124,6411,6842,6975,7243,7347,7406,7861,8101,7981,8041,8202,7877,7961,7476,7476,7205,6649,6687,7024,7060,7499,7477,7463,7423,8119,8289,8558,8824,9191,9020,9307,8912,8799,9098,8655,8591,8667,8786,8925,8432,8052,7602,7895,7950,8553,8588,9016,9976,9713,10070,10093,10323,10370,10741,10892,10726,10546,10521,9755,9885,9680,9436,9173,8428,8917,9147,8506,8836,8447,9064,9129,10623,9390,7008,7695,6940,6375,5069,4992,4752,4522,4228,3597,3222,2935,2519,2162,1889,1661,1269,3359
England,Dorset and Somerset,male,2024-02-01,4812,5859,6216,6218,6554,6668,7064,7475,7408,7619,7747,8273,8256,8460,8298,8666,8484,8194,7795,7534,7373,7072,6890,7111,7410,7677,8152,7733,7905,8336,8589,8692,8886,9261,9089,9410,9234,8976,9160,8782,9099,8889,9148,9147,9078,8396,7856,7794,8430,8480,8903,9285,10001,9766,9987,10230,10103,10404,10632,10689,10508,10605,10104,9781,9602,9034,8909,8813,8124,8228,8101,7600,8278,7907,8006,7720,9990,8287,6608,6623,6099,5511,4075,3966,3814,3584,3138,2754,2357,1884,1540,1327,1060,850,648,1234
England,Dorset and Somerset,persons,2024-02-01,9411,11073,12215,12141,12667,13213,13940,14448,14649,14963,15131,16008,16339,16449,16178,16934,16395,16165,15328,14951,14522,13890,13506,14001,14428,15223,15738,15199,15202,16419,16876,17160,17580,18582,17907,18719,18138,17782,18273,17438,17676,17580,17927,18088,17486,16409,15577,15708,16344,17076,17523,18207,20005,19422,20066,20328,20429,20757,21293,21548,21218,21089,20503,19534,19463,18688,18275,18025,16557,17269,16878,16271,17122,16372,17104,16893,20572,17664,13667,14314,12947,11839,9171,8909,8555,8113,7357,6365,5577,4817,4028,3490,2950,2514,1917,4592
England,East Anglia,female,2024-02-01,10422,11458,12419,12183,12914,13464,14127,14580,15412,15081,15206,16643,15871,15850,15725,15922,15736,14890,14802,14638,13994,13951,15147,15962,16212,16345,16955,16826,17481,17978,18302,18834,19385,19668,19331,19785,19381,18809,18726,18238,18135,17857,17651,18150,17545,16047,15934,15699,16247,16620,17211,17943,18919,18189,18487,18799,18787,18785,19071,19769,18810,18187,17716,17168,16719,16490,15898,15592,14977,15173,14598,14693,14276,14233,15110,14301,17437,16175,11726,12704,11096,10310,8194,8087,7962,7289,6687,5944,5240,4416,3935,3386,2959,2377,1953,4813
England,East Anglia,male,2024-02-01,10662,12078,12664,13318,13628,14259,14788,15580,15629,15968,16055,17134,17185,16666,16317,16841,16335,15962,16095,15562,14929,14803,15555,16003,16597,17371,17944,17717,18523,19380,19384,20483,20663,21217,20961,21331,21110,20452,20568,20103,19745,19049,19173,19862,19072,17681,16753,17403,16941,17568,18091,18493,19471,18370,19420,18942,18563,19172,19100,19216,18753,18575,17534,16669,16439,15823,15616,14569,13916,13822,13903,12647,13587,13077,13553,13574,15823,13633,10832,11455,9474,9094,6645,6529,6358,5996,5094,4358,3881,3073,2543,2083,1637,1349,903,1854
England,East Anglia,persons,2024-02-01,21042,23567,25282,25446,26537,27816,28955,30133,31071,31097,31248,33808,33055,32496,32049,32832,32087,30890,30918,30218,29047,28727,30655,31996,32416,33674,34842,34479,36012,37379,37637,39302,39868,40933,40530,41142,40548,39227,39189,38513,37926,36896,36732,38149,36703,33641,32546,33128,33114,34236,35153,36405,38386,36572,37879,37767,37347,38030,38162,39163,37398,36478,35246,34129,33036,32431,31500,30161,28910,28959,28322,27690,27822,27465,28596,27806,33171,29819,22578,24112,20490,19366,14790,14557,14308,13313,11801,10333,9180,7466,6478,5464,4585,3728,2847,6668
England,East Yorkshire and Northern Lincolnshire,female,2024-02-01,3847,4507,4372,4609,4780,5036,5186,5328,5599,5482,5848,5965,5782,5896,5745,5720,5605,5356,5356,4985,4552,4418,4807,4941,5211,5381,5691,5864,5979,6294,6310,6650,6767,7000,6490,7012,6933,6496,6752,6348,6289,5852,5915,6207,5828,5402,4944,5364,5499,5866,6016,6484,7021,6628,6987,7073,6862,7180,6982,7346,7270,7145,6874,6515,6394,6249,6039,5914,5562,5524,5427,5233,5060,5298,5086,5334,6518,5361,4080,4121,3807,3387,2822,2904,2752,2576,2324,2092,1785,1514,1332,1151,870,717,571,1377
