Country,ITL,sex,extract_date,age_0,age_1,age_2,age_3,age_4,age_5,age_6,age_7,age_8,age_9,age_10,age_11,age_12,age_13,age_14,age_15,age_16,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36,age_37,age_38,age_39,age_40,age_41,age_42,age_43,age_44,age_45,age_46,age_47,age_48,age_49,age_50,age_51,age_52,age_53,age_54,age_55,age_56,age_57,age_58,age_59,age_60,age_61,age_62,age_63,age_64,age_65,age_66,age_67,age_68,age_69,age_70,age_71,age_72,age_73,age_74,age_75,age_76,age_77,age_78,age_79,age_80,age_81,age_82,age_83,age_84,age_85,age_86,age_87,age_88,age_89,age_90,age_91,age_92,age_93,age_94,age_95
England,Greater Manchester,persons,2024-11-01,28942,33232,35061,34145,36309,37060,36966,41187,40634,41216,41989,43168,42980,42817,42410,42515,41083,41538,40907,42548,41717,41247,41453,46340,48144,50977,49743,50164,50800,49402,50703,51902,52299,55854,51124,53394,51798,49972,52258,49352,49113,49302,46150,48890,47385,42660,39022,37331,38674,39510,36564,38278,42826,41102,39971,41648,38770,39210,40244,39642,38147,37627,35609,34378,32269,30272,30665,29633,26326,24519,25372,24192,23002,22377,23360,20384,26993,25010,16604,18997,17128,16037,11683,11353,11272,10253,9163,7821,6901,5360,4207,3777,3171,2425,1735,4193
England,Hampshire and Isle of Wight,female,2024-11-01,7986,8859,10128,9924,10055,10624,10824,11549,11827,11838,12195,12773,12403,12415,12168,12234,11920,11564,11794,11520,11500,10680,11923,13845,14450,13572,13643,13703,13523,13566,14045,14763,15272,15341,15121,15885,15836,14722,15595,14031,14617,13856,14160,14531,14517,13280,11749,12584,12141,13386,12401,12994,14720,13984,13545,14433,14564,14601,14806,15058,15111,14589,13822,13483,13254,12767,12352,11776,10686,10718,11406,10080,10541,9983,11252,9696,11914,13942,8792,9990,8484,8678,6018,5708,6079,5864,5277,4530,3938,3563,3031,2747,2318,2065,1450,3724
England,Hampshire and Isle of Wight,male,2024-11-01,8435,9843,10120,10397,11035,10992,11501,11892,12230,12659,12055,13529,13412,12995,12690,12682,12712,12308,12603,12463,12023,11555,11903,13230,13908,14094,14282,13979,14559,14211,14005,15570,14101,16337,15052,15928,15965,14612,15859,14647,14566,15210,14344,15583,14826,13227,12824,12096,12989,13998,12315,14094,14589,14107,14064,14526,14462,14632,15038,15073,15169,14255,14131,13206,13119,12383,12170,11653,10459,10352,10297,9441,9699,8696,8354,8791,10598,12289,7843,8453,7363,7480,4485,5042,4766,4137,3660,3268,2731,2377,1993,1544,1316,921,727,1440
England,Hampshire and Isle of Wight,persons,2024-11-01,16370,18495,21060,20433,20966,21623,22049,23450,24123,24795,23695,26433,25856,25433,24532,24879,24742,23927,24444,23926,23695,22208,24007,27187,28699,27966,27998,27670,28696,27767,28165,30096,29532,31889,30101,31826,31918,28842,31264,28601,29166,29156,28281,30159,29591,26815,24620,24903,25130,27512,24826,27626,28648,27790,28190,28869,28830,28873,28657,31208,30293,28829,28012,26734,26611,25084,24549,23643,21078,20978,21857,19283,20481,18839,19743,18453,22201,25883,16629,18454,15749,15946,10515,10509,10897,9984,8915,7801,6567,6075,4750,4290,3634,2907,2146,5145
England,"Herefordshire, Worcestershire and Warwickshire",female,2024-11-01,5663,6491,6667,6731,7184,7515,7401,7915,8230,7809,7950,8898,8781,8557,8350,8538,8448,8250,7332,7132,6222,6139,6897,7212,7777,7808,8296,8783,8620,9244,9158,9963,10383,10530,10681,10703,10873,9960,10543,9545,9927,9251,9269,10199,10389,8526,8145,8610,8460,8858,8558,9302,10450,10100,10558,10561,10863,10811,11105,11026,11018,10351,10432,9664,9207,9006,9134,8651,8298,8197,8304,8146,7978,7400,7767,7749,9199,9868,5836,7972,6769,6192,4533,4413,4459,4378,3898,3456,2850,2431,2175,1889,1634,1241,958,2417
England,"Herefordshire, Worcestershire and Warwickshire",male,2024-11-01,5938,6748,6968,7130,7524,7902,8022,8079,8522,8524,8819,9157,9108,9073,8854,8996,9212,8452,8119,7827,7090,6903,7138,7429,7723,8042,8454,8446,8804,8758,9219,9347,10537,10931,10671,10786,10645,10373,10818,10303,10066,10187,10118,10692,10634,9043,8451,8587,9114,9293,8991,9971,10599,9969,10834,10444,10491,11221,11116,10993,10854,10539,10431,9643,9684,9078,8276,8351,7755,7378,8022,7432,7059,6771,7555,7052,8709,8365,5485,6494,6148,5492,3669,3450,3710,3235,2839,2476,1994,1584,1287,1101,895,710,471,1007
England,"Herefordshire, Worcestershire and Warwickshire",persons,2024-11-01,11600,13312,13925,13811,14765,15728,15418,15824,17030,16593,16115,18280,17978,17952,16670,17537,17575,16725,15454,15054,13394,13047,13963,14619,15434,15742,16762,17117,17586,17870,18534,18867,20821,21516,21226,21525,21406,20345,21251,19953,20011,19386,19419,20914,21077,17624,16802,17171,17827,18559,17151,19102,21518,20030,21344,20894,21181,21765,22176,22044,21699,20817,21176,19331,19113,17933,17543,17216,16100,15402,16230,15647,15022,14118,15379,14866,17965,18229,11277,14186,12754,11682,8475,7765,8147,7629,6757,6170,4843,4008,3459,2996,2529,1952,1429,3422
England,Inner London - East,female,2024-11-01,12287,12859,14257,13235,13117,13149,14302,14245,14140,14044,14335,14899,14778,14718,14160,15282,14861,14668,14818,16497,18657,19875,22996,29064,33992,36225,38184,39891,40471,38192,37464,38641,35013,35963,34673,33265,30756,29298,28377,26665,24339,24010,22104,22751,21403,19505,18601,17786,17474,16696,16082,15706,15586,16541,14576,15748,14766,14716,13996,14762,13999,13669,11049,12500,10936,9922,9608,9136,8494,7995,6911,7438,5715,5901,5710,5440,5785,4909,4121,4277,3387,3464,2731,3137,2807,2672,2247,1943,1898,1592,1164,1108,885,810,559,1498
England,Inner London - East,male,2024-11-01,12925,13800,14682,13759,14073,14308,14306,14947,15214,14562,14865,15293,15497,15415,15441,15767,15518,14924,14603,15788,16967,17149,19486,23236,26038,30963,34357,36226,37617,36098,38061,39702,39131,40309,39883,38023,37264,35761,34925,32745,30936,31241,27685,28789,27358,24753,22922,22146,21713,20929,19297,20064,17618,19121,17074,18109,16753,15707,15818,15547,14919,13858,11535,13103,11152,10568,9527,9091,8159,7050,6544,6506,5065,5189,4839,4048,5037,4726,2611,2991,2644,2875,1790,2212,2046,1772,1544,1375,1080,935,778,660,546,399,297,574
England,Inner London - East,persons,2024-11-01,25337,26435,29824,26891,27304,27470,29015,28608,29494,28655,28786,30248,30166,30122,29307,31068,30511,29665,28594,32558,35656,37016,42903,52365,59882,68395,72486,76103,78492,75826,75921,78270,74191,75942,74739,71293,68046,64735,63351,59134,55206,55258,49546,51690,48839,44845,41517,39831,38671,37726,35848,35672,32471,35187,31756,33805,31556,30707,30040,30123,28651,28021,22615,25836,22087,20385,19551,17919,17015,15054,13289,13962,10785,11116,10556,9638,10921,9518,6782,7295,6023,6687,4562,5341,4849,4446,3793,3510,2944,2444,1886,1771,1430,1210,856,2072
England,Inner London - West,female,2024-11-01,5195,4970,5708,5008,5483,5273,5474,5887,5846,5814,5900,6286,6498,6063,6122,6379,6366,6145,6921,7767,8983,11592,13023,17583,18637,19681,19591,20698,20846,19191,18495,18476,17008,17617,16871,16230,14803,14037,13369,12753,12167,11400,11014,11258,10576,9957,9727,9403,9055,9102,8876,8263,8539,8961,7883,8405,7570,7794,7785,7293,7178,6599,6307,5999,5659,5167,4979,4881,4414,4388,3948,4282,3465,3737,3862,3776,3244,4302,2653,3027,2255,2735,1917,1830,1992,1699,1470,1339,1216,965,779,728,618,541,438,1133
England,Inner London - West,male,2024-11-01,5094,4924,6060,5269,5103,5584,5856,6057,6044,6152,6097,6278,6320,6791,6497,6511,6447,6143,6723,7220,7579,8942,9665,11853,12596,14245,15057,16769,16802,17637,17898,16861,17600,17513,17267,17404,16551,16382,16082,14652,15212,13645,14787,14696,13887,13148,12406,11711,11788,11550,11207,10726,10361,10068,9547,9330,8671,8240,8279,8229,7993,7444,6475,6360,5764,5251,4940,4801,4201,3770,3474,3707,2889,3220,3428,2869,3238,2895,2238,2467,2156,2083,1296,1477,1434,1171,1035,909,837,641,549,420,380,286,229,517
England,Inner London - West,persons,2024-11-01,10364,9185,11802,10201,10912,10742,11191,11967,11855,11930,11901,12449,12817,12813,12316,13147,12849,12291,13736,15072,16438,20582,22533,28480,31154,34221,34507,37197,37694,36306,36326,35112,34742,35107,32974,33509,30932,30382,29392,27508,27227,25354,25783,25841,24499,23011,22076,21196,20172,20480,19988,18660,18902,19125,17402,17722,16240,15590,16010,15715,15292,13816,12829,12353,11447,10151,9952,9601,8675,8475,7428,7984,6038,6973,7338,6577,6294,7381,4791,5459,4325,4836,3185,3182,3515,2868,2521,2275,2056,1655,1340,1149,999,827,666,1651
England,Kent,female,2024-11-01,8287,9757,10012,10147,10423,10780,11689,12046,12286,12081,12222,12849,12951,12973,12900,13263,12872,12355,10802,10289,9835,9398,10329,10152,11354,11187,12509,11379,11949,12539,12864,13925,14059,15019,14661,15294,14650,14595,14612,14634,13814,13793,14127,13867,14574,12487,11722,11742,11891,12417,12454,12860,13538,13270,13528,13806,13359,13767,14072,14025,13405,13234,12609,12222,11744,11585,10827,10585,9876,9791,9627,9152,9953,8155,9815,8777,11524,13280,7264,8481,7344,7642,5215,5369,5234,4943,4371,4197,3388,2895,2472,2263,1906,1552,1206,2963
England,Kent,male,2024-11-01,8850,10748,10494,10818,11394,12039,12260,12996,13209,12255,12455,13946,13753,13708,13764,14012,14066,13389,11871,10692,10832,10154,10338,10445,11115,11946,12226,11469,12424,12648,12555,13527,13624,13968,13445,14566,14523,14241,14720,13758,13944,13217,13051,14491,14572,12749,12026,11778,12125,12531,11383,13062,13789,12818,13401,13611,13287,13916,14004,13994,13338,13033,12917,11644,12088,10904,10644,10206,9053,9322,8943,8586,8498,8007,8766,7177,9952,10481,6501,7626,6408,6104,4268,4160,4132,3705,3096,3129,2281,1817,1519,1288,1008,767,517,1094
England,Kent,persons,2024-11-01,16865,20304,21113,20797,21789,22876,23644,25246,25566,24247,24430,26838,26374,26686,26386,27182,26982,25964,22730,21177,20829,19600,20842,20604,22484,23123,24788,22897,23759,25254,25377,27732,27388,29032,27396,29962,29185,28897,29366,28399,27633,27076,27335,28317,29079,25514,23915,23811,23849,26074,23565,25981,27255,26016,26804,27421,26405,27351,28205,27999,26380,26381,25395,24045,23763,22474,21617,20939,18974,19641,18597,18005,18647,16029,18803,16006,21333,23897,13875,15906,13885,13630,9469,9397,9389,8676,7403,7362,5807,4692,3849,3468,2915,2320,1722,4054
England,Lancashire,female,2024-11-01,6135,7508,8432,7953,8466,8500,8616,9377,9454,9651,9862,10191,10433,10052,9891,10311,10237,9562,9859,9897,9570,9457,9876,9882,9807,9625,9802,10748,9979,10243,10144,11464,10702,11958,10934,11913,11761,11227,11605,10946,10785,10743,10180,11275,10945,8892,8523,8967,9012,9430,9145,10537,11382,10976,11232,11557,11228,11200,11664,11418,11663,11451,11571,10534,9989,9900,9620,9715,8694,8310,8552,7861,7510,6988,9183,6916,10266,9153,6257,6787,6021,5772,4519,4502,4525,4005,3501,3346,2624,2568,1957,1676,1487,1178,894,2231
England,Lancashire,male,2024-11-01,6909,8264,8102,8234,8790,8676,9394,9818,9895,9972,10316,10589,10645,10638,10691,10753,10482,10111,10587,10575,10337,9397,10259,9653,10265,10678,10461,10881,10499,10802,11090,11255,11637,11962,11638,11864,12026,11431,11482,11643,11393,11157,10626,11652,11195,9636,9166,9636,9238,10348,9867,10916,11516,11341,11847,12375,11459,11163,11356,12258,11735,11725,11798,10327,10584,9752,9714,9133,8294,8000,7812,7693,7477,7492,7132,7161,9148,8317,5542,5897,5289,5244,3631,3516,3234,3071,2645,2313,1862,1531,1206,963,792,564,417,759
England,Lancashire,persons,2024-11-01,13133,15867,16947,15800,17636,17278,18223,19157,19307,19588,19966,20715,20992,20530,20364,21081,20703,19622,20598,20358,19910,19050,20163,19813,19899,20149,20261,21463,20473,21015,21239,22549,22077,23408,22767,23790,24032,22627,22924,22653,22119,22038,20862,22785,22295,18630,17905,18636,18248,20058,18992,20798,23167,22253,22787,23560,22632,22245,22867,23849,23458,23211,23404,20772,20613,19504,19332,19007,17007,16288,16839,15673,14788,14509,16431,14023,19030,17475,11762,12672,11344,11004,8128,7872,7749,7013,6147,5788,4494,3988,3167,2639,2275,1742,1315,2991
England,"Leicestershire, Rutland and Northamptonshire",female,2024-11-01,8360,10185,9868,10286,10715,11201,11358,12145,12422,12099,12619,12938,12810,13267,12938,12933,12832,12268,12179,12296,12054,12045,12093,12055,13494,13182,14045,14081,13563,14363,14358,14484,15356,15644,15371,15681,15677,15121,15455,15033,14586,14430,14277,15145,14428,13334,11520,11588,12027,13128,12190,13028,14114,12850,14102,14169,13550,13546,13461,13561,12850,13001,12573,12017,12113,10977,10918,10456,9383,9003,9879,9158,9458,8428,9189,8541,10384,10347,6477,8045,7271,6718,4577,4530,4629,4284,3980,3460,2888,2636,2246,2013,1551,1396,1034,2670
England,"Leicestershire, Rutland and Northamptonshire",male,2024-11-01,8983,10576,10204,10918,11318,11879,11881,12823,12965,12854,12924,13521,13848,13584,13543,14070,13697,13352,12894,12810,13064,13108,12453,13644,14262,14689,14669,15343,14968,15038,14736,15953,16022,16141,16605,16234,15984,15715,16411,15652,15333,15069,14661,16430,15553,13709,12872,13367,12710,13355,12843,13425,14600,14188,14224,14267,13915,13559,14177,13926,13294,12946,12735,11837,11540,10867,10327,10220,9105,8817,9907,8160,8123,7828,8670,7241,9472,9112,6423,6832,5929,5903,3778,3887,3754,3252,2868,2431,2157,1630,1450,1187,935,707,509,971
England,"Leicestershire, Rutland and Northamptonshire",persons,2024-11-01,17320,20559,20311,20955,22145,23124,23398,24902,25685,24855,25408,26526,26621,26798,26239,27077,26586,25644,24974,24244,25187,25208,24633,26339,27804,27643,28554,28955,28570,29508,29059,31162,31343,32007,31504,32281,31826,30794,31809,30715,29870,29531,29055,31640,29977,27591,24524,25024,24703,26453,24967,26640,28427,26926,27800,28802,27353,27294,27066,27478,25956,25934,25221,23817,23724,21845,21685,20680,18683,17924,19044,17433,17092,16376,17823,15887,19658,19641,13083,14780,13229,12507,8326,8324,8377,7539,6802,5898,5055,4266,3698,3074,2486,2101,1544,3658
England,Lincolnshire,female,2024-11-01,2729,3180,3323,3317,3487,3640,3977,4196,4430,4462,4465,4781,4785,4646,4710,4711,4484,4333,4277,4354,4366,3608,4256,3919,4403,4270,4346,4527,4498,4783,4838,5024,5277,5220,5250,4677,5481,5141,5516,4830,5161,4855,4617,5100,5216,4687,3956,4626,3716,5035,4590,5230,6195,5821,6079,5769,6008,5976,6352,6473,6433,6205,5998,5710,5508,5456,5402,5206,4689,4851,4625,4613,4728,3746,5177,4932,5061,6330,3279,4398,3921,3525,2754,2658,2513,2348,2101,1812,1844,1308,1100,1054,839,675,562,1319
England,Lincolnshire,male,2024-11-01,2764,3244,3519,3684,3929,3765,4372,4421,4210,5045,4284,4957,4937,4968,4497,5307,4568,4471,4232,4428,4106,3812,4326,4427,4631,4746,4844,4636,4950,5098,5052,5902,5164,5442,5377,5565,5582,5233,5307,5097,5352,4864,4936,5447,5055,4631,4283,4417,4405,4754,4318,5421,5620,5604,5796,5701,5979,6067,5699,6382,6229,6196,5868,5835,5404,5206,4887,4855,4593,4689,4536,4399,4414,4087,4730,3616,5165,5300,3488,3608,3533,3112,2235,2246,2127,1808,1614,1398,1160,937,758,622,469,355,313,511
England,Lincolnshire,persons,2024-11-01,5482,6439,7278,6961,7765,6703,8795,8229,8768,9610,8438,9724,9679,9619,9482,10171,9215,8860,8440,8769,8470,7387,8591,8235,9040,9026,9193,9155,9449,9909,9967,10826,10435,10834,10588,10273,11201,10262,10701,10056,10504,9809,9564,10501,10179,9726,8123,9184,8400,9946,8900,10219,11597,11425,11893,11476,11956,11694,12082,12864,12666,12388,11955,11593,10915,10846,10267,10233,9343,9572,9118,8817,9320,7855,10035,8398,10055,11908,6760,7922,7468,6666,4916,4907,4642,4158,3691,3223,3024,2235,1858,1677,1310,1030,876,1831
England,Merseyside,female,2024-11-01,6725,6650,8751,7696,8505,8676,9121,9300,9370,9437,9428,10000,9709,9512,8998,9777,9199,9619,9921,10134,10541,10786,10664,11841,10536,11263,11107,12127,11948,11874,11971,12277,13072,12780,12621,13183,12685,12450,12932,11521,11960,11772,10420,11435,11427,9629,8684,8753,9140,9515,8674,10135,11270,11142,10935,11315,10622,10688,11660,12224,12049,11914,11406,11207,11072,10321,10176,9437,9000,8277,9331,8408,7899,7855,7717,7704,8556,8783,5521,6159,5530,5606,3942,4162,4291,3942,3640,3214,2838,2395,1956,1715,1431,1129,850,2017
England,Merseyside,male,2024-11-01,6615,8183,8619,7906,8996,9249,9756,9973,10064,10033,9756,10548,10155,10207,9953,9994,9886,10251,9987,9509,9819,10211,10840,10989,11412,12364,12986,12204,12999,12724,12735,13596,13834,13935,13373,13519,13490,12905,12980,12310,12713,11989,12105,11732,12135,10445,8843,9929,10218,9762,9903,10102,11819,11653,11181,10946,11263,10967,10830,12251,11938,11857,11543,11468,10453,10100,10128,9566,8198,8067,7978,7602,7108,7307,7581,6778,8201,7437,4546,5490,4759,3868,3385,3204,3094,2814,2471,2117,1846,1423,1106,913,717,546,389,797
England,Merseyside,persons,2024-11-01,13522,14796,17556,15468,17483,17797,18898,19283,19511,19306,18997,20700,20013,19711,18751,19775,19019,20199,19891,19609,20328,20932,21305,23020,21953,24364,24023,24080,25054,24482,24669,25281,26762,26652,25970,26692,26253,25419,25685,23700,24656,23714,22642,23138,23384,20362,17751,18707,19387,19293,18634,20391,23100,22695,21958,22269,21882,21563,21857,24408,23706,23589,22938,22749,21211,19982,20160,18548,17198,16628,16842,15722,15129,14951,15555,14307,16546,16179,10154,11624,10311,9578,7321,7340,7385,6757,6123,5341,4685,3819,3061,2636,2149,1676,1239,2815
England,North Yorkshire,female,2024-11-01,2842,3226,3410,3520,3614,3770,3922,4075,4146,4237,4067,4640,4594,4554,4678,4915,4623,4613,5119,5552,5616,5025,4806,4679,4910,4597,5072,4814,5015,5069,4964,5540,5517,5685,5441,5643,5632,5224,5662,5396,5171,5162,4888,5621,5108,5360,4354,4644,4551,5040,5034,5211,6395,6018,6381,6201,6433,6480,6895,6889,6762,6669,6503,6200,6054,5907,5435,5623,5046,5092,5259,4843,4577,4850,4839,4644,6106,6555,3182,5322,3617,3301,2794,2988,2828,2703,2105,2318,1905,1611,1383,1130,1017,783,629,1615
England,North Yorkshire,male,2024-11-01,2993,3474,3574,3630,3763,4004,4080,4264,4453,4475,4473,4721,4894,4923,4823,5061,4665,4766,4624,4960,4880,4599,4588,4692,4977,4938,4910,4772,4842,5007,5151,5305,5382,5658,5413,5437,5330,5458,5259,5314,5139,5160,5490,5458,5809,4942,4449,4580,4719,5071,5193,5634,5908,5947,5699,6039,6408,6198,6414,6894,6661,6415,6335,6197,5902,5769,5656,5393,4759,4868,5242,4680,4356,4650,4624,4177,5377,5814,3040,4094,3495,3352,2096,2164,2140,2059,1674,1572,1269,1033,814,707,552,397,288,535
England,North Yorkshire,persons,2024-11-01,5806,6529,6984,7167,7080,7772,7863,8500,8608,8712,8529,9338,9479,9466,9042,10351,9281,9417,9778,10580,10697,9454,9325,9149,9234,9964,10008,9454,9754,10047,10231,10835,10873,11324,10839,11075,11027,10831,10892,10648,10160,10335,10524,11146,10859,10402,8989,9322,9154,10238,9918,10795,12285,11961,12280,12198,12788,12648,13462,13788,13406,13092,12859,12501,11972,11674,11075,11090,9956,9944,10156,9207,9141,9333,9572,8573,11535,12496,6191,9316,6996,6804,4878,5239,4965,4774,4034,3800,3174,2644,2198,1836,1567,1177,918,2144
England,"Northumberland, and Tyne and Wear",female,2024-11-01,5694,6555,7259,6693,7222,7622,7384,8735,8188,8086,7925,8878,8687,8537,8556,8687,8320,8389,9017,9424,9169,9350,9674,10067,10205,10366,10816,10594,10894,10255,10733,10917,11009,11129,10854,10966,11292,11100,11017,10549,9829,10316,10177,10321,9987,8899,7600,8791,8242,8719,8674,8558,11085,9764,10023,9917,10431,10223,10986,10970,11123,11006,10440,10344,10227,10394,9829,9505,8505,8464,8871,8018,8077,6839,8043,7159,8739,9324,5800,6852,5510,4903,3869,4313,4101,3949,3772,3078,2855,2333,2008,1851,1424,1213,861,2138
England,"Northumberland, and Tyne and Wear",male,2024-11-01,6199,6969,7562,7143,7705,7921,8275,8713,8583,8649,8885,9102,9168,9071,9047,9141,8877,8892,8975,8765,9835,8904,9522,10136,10479,11122,11442,11648,11761,11662,11995,12608,12625,13246,11579,12438,12647,11738,12703,11481,11230,10920,10262,10419,11414,10482,8274,8839,9113,9450,8966,9321,11105,10121,10428,10196,10208,10183,10211,11107,10877,10836,10202,9870,10196,8873,10023,9292,7731,8222,8292,7129,7165,6901,6917,6776,8259,7754,4812,5559,4592,4121,3190,3219,3039,2760,2449,2109,1774,1537,1205,986,704,595,389,762
England,"Northumberland, and Tyne and Wear",persons,2024-11-01,12070,13373,14832,13956,15093,15191,15932,17653,16697,16673,16758,17967,17814,17574,17401,17918,17305,17359,18201,18455,19292,18306,19226,20239,20737,21561,22335,22326,22728,21921,22757,23576,23506,24448,22474,23184,23995,22865,22886,21767,20988,21247,20334,20715,21253,20548,15840,17543,17289,18458,17839,17970,21927,20147,20490,20016,20739,20249,21503,22116,21820,22022,20607,20172,20295,19432,19839,18757,16182,16708,16809,15470,15461,13573,14877,13894,16904,17055,10701,12358,10081,8987,6838,7445,7113,6709,6175,5194,4618,3867,3123,2830,2128,1809,1251,2900
England,Outer London - East and North East,female,2024-11-01,10387,12003,12315,13181,12891,13473,13399,14790,14244,13267,14466,14550,14331,14433,14133,14730,13730,14115,12612,12485,12499,11905,12864,15192,16043,16679,18701,18071,18212,18251,19024,19771,18968,19780,19054,21498,19976,19220,20495,19254,18025,18587,17438,18391,17619,16206,15158,15014,14529,14667,12716,14252,13426,13795,12974,13484,12732,12775,12923,12436,12572,11890,10141,11702,10171,9534,9114,8590,7976,7959,7348,7816,6318,6495,6861,5818,7323,7005,5397,5616,4383,5290,3145,3726,3791,3512,3175,2718,2532,2160,1858,1652,1364,1106,884,2270
England,Outer London - East and North East,male,2024-11-01,10965,12562,13021,13167,13516,14165,14288,14443,15726,14530,13931,16338,14807,15509,14421,14625,15791,14405,13587,13297,13304,12886,14066,14697,15301,16922,16805,18047,18374,17979,18360,18732,18527,20483,20288,21029,20787,19898,21080,18861,20239,20242,18484,19925,19214,17507,16277,16443,16092,16219,14708,15152,13614,15120,14268,14613,13472,13250,12989,12707,12390,12068,10376,11325,10388,9859,8902,8462,7572,7598,6306,6425,6202,5694,5450,4734,6082,6518,3756,4270,3735,3534,2447,2559,2679,2497,2161,1906,1582,1276,1158,947,724,608,416,864
England,Outer London - East and North East,persons,2024-11-01,21379,24127,25224,26291,26382,27875,27709,29450,30238,27596,28561,30631,29288,29681,28886,29814,29555,28610,26208,25810,25958,24829,26907,29863,31425,33591,35607,36210,36514,35801,37012,38841,37544,40199,39237,42226,40753,39332,40926,37970,38277,38452,35816,38314,36886,33622,31631,31682,30505,31036,27407,29694,26619,29231,27577,27996,26364,26040,25707,24957,24854,23437,20542,23024,20535,19492,18112,17234,15201,15552,13542,14345,12644,12065,12406,10533,14065,13596,9269,9890,8086,8813,5698,6232,6454,6010,5337,4632,4154,3435,3019,2590,2092,1714,1301,3134
England,Outer London - South,female,2024-11-01,6246,7096,7740,7829,7744,7947,8406,9127,9117,8630,8815,9458,9777,9201,9355,9959,9384,8512,7743,7918,7488,7140,8134,8792,9996,10614,10568,11317,11079,11005,11604,12290,12204,12711,13008,13628,12566,12991,13062,12096,12733,12482,12647,12164,12928,11387,10973,11374,9756,11000,9193,10311,9908,9696,9621,9720,9455,9803,9273,9548,9260,8787,7847,8217,7386,7105,6649,6514,6107,5798,5579,5439,5254,5438,5031,4693,6013,6414,4052,4257,3996,3759,2906,3041,2974,2823,2500,2244,1993,1709,1414,1357,1125,972,736,2098
England,Outer London - South,male,2024-11-01,6515,7326,7754,8155,8012,8613,8923,9202,9589,9370,8847,9977,9558,10252,9905,9626,10029,9086,8415,7935,7623,7368,7858,8703,9141,9722,10195,10305,10687,11139,11041,11884,12139,12339,12252,13313,12472,12657,13208,12607,13024,12943,13181,13275,13269,12445,11872,11919,11454,11276,10911,10984,10778,10350,9982,10309,10017,10098,9886,9799,9254,8589,8135,7888,7461,6981,6638,6226,5709,5426,4807,4539,4793,4442,4132,4810,4604,5135,3245,3732,2922,3074,2123,2219,2192,1945,1659,1448,1257,1137,871,856,587,482,329,772
England,Outer London - South,persons,2024-11-01,12780,13523,15539,15956,15870,16055,17313,18171,18664,18097,17676,19428,19263,19425,19333,19705,19481,17641,15959,16034,15279,14497,16041,17756,19214,20691,21115,21160,22047,22347,22523,24184,24400,24912,25258,27064,25016,25666,26363,24673,25740,25496,25493,25309,26475,23701,22592,23447,21220,22453,19867,21412,20723,20029,19459,20017,19355,19430,18739,19312,18539,17750,16292,16017,14831,14183,13271,12829,11850,11285,10359,9741,10011,9732,9221,9072,10789,11691,7414,7928,6819,6846,5020,5260,5167,4768,4162,3694,3243,2850,2164,2198,1712,1455,1066,2838
England,Outer London - West and North West,female,2024-11-01,10980,12167,12986,13220,13516,14036,14553,15264,14905,14932,14741,16013,15811,15836,15856,16812,15846,15035,13301,14332,14000,14454,16855,20242,21882,23029,23607,23366,24125,22430,22249,23552,23273,23024,22014,23765,22455,22049,22635,21968,20788,20974,20626,21794,20998,20027,18017,17745,17397,18432,16249,16290,15860,15825,15415,15901,15324,14409,14751,14212,13830,13728,12801,12646,12086,11631,10936,10311,10211,9491,9289,8760,8110,7903,8068,7710,7687,8819,6089,6125,5903,5720,4161,4593,4387,4112,3582,3296,3091,2455,2192,1855,1495,1345,930,3033
England,Outer London - West and North West,male,2024-11-01,11735,12879,13923,13022,14551,14508,15228,16110,15859,15756,15369,16873,17160,17376,16998,17263,16599,16307,15170,15441,15538,16174,18162,19640,20887,22849,23733,23954,24413,24108,23757,24377,24389,24892,25600,26392,25894,25628,25200,25151,24339,24442,24669,25512,24408,23109,22250,21600,21078,20922,19247,18805,18428,18792,17513,17179,16731,15145,15664,15666,15730,13590,13018,13120,11587,11342,10574,10361,9403,9105,8378,8042,7289,7522,7035,6372,6330,7405,4931,5479,4471,4319,2952,3474,3129,3053,2590,2328,2004,1699,1467,1149,923,710,541,1199
England,Outer London - West and North West,persons,2024-11-01,23170,24707,27085,26216,28027,28515,29633,31351,30765,30650,30041,32812,32649,32878,32748,34134,32662,31350,27792,29867,29480,30599,34647,39753,43062,45955,47405,47385,48388,46319,46003,48087,46760,47920,47056,50247,48358,47865,48397,47478,45070,45180,45249,47058,45333,43308,40002,39079,38510,39999,34842,35297,34698,34294,32633,33320,31983,30598,30775,30090,29192,27465,25880,25975,23141,22909,21518,20697,19748,18587,17663,16754,15534,15321,15010,14059,14574,16732,11181,11466,10401,9974,7041,7850,7668,7163,6179,5626,5006,4152,3656,3008,2463,2056,1471,4252
England,Shropshire and Staffordshire,female,2024-11-01,6795,7797,8151,8325,8536,8967,9131,9479,9312,9821,9642,10128,10823,10095,9553,10632,10613,9611,9774,9804,9058,8374,8846,8390,8909,9742,9628,10036,10322,10796,11079,11644,12009,12205,11975,12208,12302,11415,12028,11419,10310,11748,10080,11462,11241,9342,9054,8962,9453,10304,9832,10450,12316,11665,12507,12356,12128,12338,13011,12752,12303,12062,11949,11206,11005,10907,9990,10244,9245,8899,10077,8573,8899,7996,8853,8504,11114,10592,6892,8292,7698,7150,5558,5005,5080,4657,4345,3652,3204,2600,2329,2050,1605,1437,1224,2524
